withdrawal_id,atm_id,timestamp,amount,day_of_week,hour,withdrawal_frequency,is_suspicious,associated_case_id
WDR-0008390,ATM-HYD-0125,2026-04-04 00:02:00,2000,Saturday,0,5,False,N/A
WDR-0008391,ATM-HYD-0420,2026-02-12 04:48:00,15000,Thursday,4,3,False,N/A
WDR-0008392,ATM-HYD-0225,2026-06-01 22:17:00,25000,Monday,22,15,False,N/A
WDR-0008393,ATM-HYD-0288,2026-01-25 22:41:00,20000,Sunday,22,15,False,N/A
WDR-0008394,ATM-HYD-0147,2026-05-09 03:57:00,20000,Saturday,3,18,False,N/A
WDR-0008395,ATM-HYD-0012,2026-03-30 15:00:00,10000,Monday,15,15,False,N/A
WDR-0008396,ATM-HYD-0005,2026-07-04 10:03:00,40000,Saturday,10,9,False,N/A
WDR-0008397,ATM-HYD-0374,2026-02-06 05:01:00,20000,Friday,5,20,False,N/A
WDR-0008398,ATM-HYD-0293,2026-02-05 09:48:00,20000,Thursday,9,6,True,DR-2026-3920
WDR-0008399,ATM-HYD-0179,2026-02-10 00:08:00,15000,Tuesday,0,8,False,N/A
WDR-0008400,ATM-HYD-0273,2026-03-03 19:53:00,40000,Tuesday,19,17,True,DR-2026-2690
WDR-0008401,ATM-HYD-0048,2026-04-08 10:45:00,20000,Wednesday,10,9,False,N/A
WDR-0008402,ATM-HYD-0130,2026-02-24 10:15:00,25000,Tuesday,10,14,False,N/A
WDR-0008403,ATM-HYD-0187,2026-03-12 00:38:00,20000,Thursday,0,19,True,DR-2026-1042
WDR-0008404,ATM-HYD-0358,2026-01-29 01:28:00,10000,Thursday,1,8,False,N/A
WDR-0008405,ATM-HYD-0343,2026-02-25 06:20:00,5000,Wednesday,6,6,False,N/A
WDR-0008406,ATM-HYD-0255,2026-04-10 11:50:00,40000,Friday,11,4,False,N/A
WDR-0008407,ATM-HYD-0447,2026-02-11 22:36:00,10000,Wednesday,22,7,False,N/A
WDR-0008408,ATM-HYD-0322,2026-03-13 17:41:00,10000,Friday,17,4,False,N/A
WDR-0008409,ATM-HYD-0287,2026-05-16 21:31:00,20000,Saturday,21,9,True,DR-2026-2926
WDR-0008410,ATM-HYD-0280,2026-07-30 18:08:00,5000,Thursday,18,23,True,DR-2026-3333
WDR-0008411,ATM-HYD-0420,2026-01-26 04:52:00,25000,Monday,4,19,True,DR-2026-5028
WDR-0008412,ATM-HYD-0002,2026-04-18 21:57:00,2000,Saturday,21,9,False,N/A
WDR-0008413,ATM-HYD-0305,2026-02-02 22:38:00,25000,Monday,22,17,False,N/A
WDR-0008414,ATM-HYD-0441,2026-06-29 06:00:00,2000,Monday,6,21,False,N/A
WDR-0008415,ATM-HYD-0430,2026-04-27 09:29:00,5000,Monday,9,11,True,DR-2026-1454
WDR-0008416,ATM-HYD-0475,2026-06-19 07:32:00,20000,Friday,7,10,True,DR-2026-1769
WDR-0008417,ATM-HYD-0226,2026-06-06 19:21:00,2000,Saturday,19,13,False,N/A
WDR-0008418,ATM-HYD-0044,2026-01-26 06:51:00,20000,Monday,6,9,False,N/A
WDR-0008419,ATM-HYD-0368,2026-07-21 00:43:00,25000,Tuesday,0,4,False,N/A
WDR-0008420,ATM-HYD-0505,2026-01-19 18:33:00,20000,Monday,18,17,False,N/A
WDR-0008421,ATM-HYD-0188,2026-03-30 06:16:00,15000,Monday,6,20,True,DR-2026-3882
WDR-0008422,ATM-HYD-0074,2026-01-21 03:02:00,4000,Wednesday,3,24,False,N/A
WDR-0008423,ATM-HYD-0153,2026-05-07 00:02:00,25000,Thursday,0,11,False,N/A
WDR-0008424,ATM-HYD-0292,2026-03-04 21:00:00,25000,Wednesday,21,4,False,N/A
WDR-0008425,ATM-HYD-0358,2026-02-21 04:12:00,5000,Saturday,4,7,False,N/A
WDR-0008426,ATM-HYD-0201,2026-06-18 12:08:00,5000,Thursday,12,18,False,N/A
WDR-0008427,ATM-HYD-0393,2026-05-20 22:35:00,4000,Wednesday,22,12,False,N/A
WDR-0008428,ATM-HYD-0283,2026-06-20 02:20:00,4000,Saturday,2,14,False,N/A
WDR-0008429,ATM-HYD-0106,2026-02-22 19:41:00,25000,Sunday,19,14,False,N/A
WDR-0008430,ATM-HYD-0395,2026-04-05 12:27:00,15000,Sunday,12,8,False,N/A
WDR-0008431,ATM-HYD-0386,2026-07-22 01:07:00,10000,Wednesday,1,3,True,DR-2026-2991
WDR-0008432,ATM-HYD-0189,2026-06-10 10:02:00,40000,Wednesday,10,4,False,N/A
WDR-0008433,ATM-HYD-0219,2026-06-06 16:57:00,15000,Saturday,16,20,True,DR-2026-2053
WDR-0008434,ATM-HYD-0013,2026-05-02 00:37:00,4000,Saturday,0,13,True,DR-2026-2017
WDR-0008435,ATM-HYD-0190,2026-06-16 21:09:00,4000,Tuesday,21,12,False,N/A
WDR-0008436,ATM-HYD-0500,2026-03-03 14:33:00,4000,Tuesday,14,6,False,N/A
WDR-0008437,ATM-HYD-0027,2026-06-10 23:28:00,2000,Wednesday,23,24,False,N/A
WDR-0008438,ATM-HYD-0288,2026-06-23 17:41:00,15000,Tuesday,17,3,False,N/A
WDR-0008439,ATM-HYD-0163,2026-03-12 20:29:00,2000,Thursday,20,19,False,N/A
WDR-0008440,ATM-HYD-0208,2026-05-04 04:16:00,25000,Monday,4,24,False,N/A
WDR-0008441,ATM-HYD-0146,2026-05-01 13:31:00,5000,Friday,13,3,False,N/A
WDR-0008442,ATM-HYD-0445,2026-06-07 06:21:00,40000,Sunday,6,17,True,DR-2026-3448
WDR-0008443,ATM-HYD-0131,2026-04-24 10:31:00,20000,Friday,10,12,False,N/A
WDR-0008444,ATM-HYD-0027,2026-02-10 23:19:00,25000,Tuesday,23,6,False,N/A
WDR-0008445,ATM-HYD-0001,2026-04-23 22:49:00,10000,Thursday,22,5,False,N/A
WDR-0008446,ATM-HYD-0231,2026-05-27 17:22:00,10000,Wednesday,17,12,False,N/A
WDR-0008447,ATM-HYD-0334,2026-02-10 01:08:00,2000,Tuesday,1,10,False,N/A
WDR-0008448,ATM-HYD-0067,2026-02-24 10:58:00,25000,Tuesday,10,19,True,DR-2026-3374
WDR-0008449,ATM-HYD-0316,2026-02-09 02:46:00,2000,Monday,2,13,False,N/A
WDR-0008450,ATM-HYD-0073,2026-06-15 07:48:00,5000,Monday,7,22,True,DR-2026-3093
WDR-0008451,ATM-HYD-0116,2026-04-08 01:47:00,4000,Wednesday,1,6,False,N/A
WDR-0008452,ATM-HYD-0336,2026-05-14 13:16:00,4000,Thursday,13,6,False,N/A
WDR-0008453,ATM-HYD-0232,2026-06-27 03:42:00,10000,Saturday,3,19,True,DR-2026-4637
WDR-0008454,ATM-HYD-0414,2026-05-02 07:49:00,20000,Saturday,7,12,True,DR-2026-4450
WDR-0008455,ATM-HYD-0360,2026-05-23 04:35:00,15000,Saturday,4,8,False,N/A
WDR-0008456,ATM-HYD-0462,2026-01-30 08:38:00,25000,Friday,8,19,False,N/A
WDR-0008457,ATM-HYD-0066,2026-03-13 21:05:00,15000,Friday,21,10,True,DR-2026-2447
WDR-0008458,ATM-HYD-0203,2026-04-05 21:19:00,2000,Sunday,21,17,True,DR-2026-2233
WDR-0008459,ATM-HYD-0494,2026-07-30 23:29:00,40000,Thursday,23,13,True,DR-2026-3404
WDR-0008460,ATM-HYD-0453,2026-05-29 19:15:00,5000,Friday,19,6,False,N/A
WDR-0008461,ATM-HYD-0342,2026-06-30 09:47:00,15000,Tuesday,9,9,True,DR-2026-2761
WDR-0008462,ATM-HYD-0156,2026-04-30 01:49:00,5000,Thursday,1,5,False,N/A
WDR-0008463,ATM-HYD-0161,2026-07-16 12:51:00,5000,Thursday,12,6,False,N/A
WDR-0008464,ATM-HYD-0105,2026-06-23 05:22:00,20000,Tuesday,5,5,True,DR-2026-2068
WDR-0008465,ATM-HYD-0151,2026-04-29 11:50:00,20000,Wednesday,11,5,True,DR-2026-3676
WDR-0008466,ATM-HYD-0393,2026-06-12 20:59:00,4000,Friday,20,15,False,N/A
WDR-0008467,ATM-HYD-0039,2026-05-10 18:59:00,25000,Sunday,18,3,False,N/A
WDR-0008468,ATM-HYD-0097,2026-04-06 19:31:00,15000,Monday,19,21,False,N/A
WDR-0008469,ATM-HYD-0320,2026-01-19 08:20:00,20000,Monday,8,17,True,DR-2026-2384
WDR-0008470,ATM-HYD-0490,2026-04-22 17:11:00,5000,Wednesday,17,14,False,N/A
WDR-0008471,ATM-HYD-0235,2026-04-12 18:06:00,10000,Sunday,18,23,False,N/A
WDR-0008472,ATM-HYD-0442,2026-05-20 05:22:00,10000,Wednesday,5,24,True,DR-2026-2731
WDR-0008473,ATM-HYD-0339,2026-07-21 18:31:00,4000,Tuesday,18,13,True,DR-2026-2081
WDR-0008474,ATM-HYD-0247,2026-03-30 09:32:00,40000,Monday,9,14,False,N/A
WDR-0008475,ATM-HYD-0250,2026-06-08 13:04:00,20000,Monday,13,6,True,DR-2026-1850
WDR-0008476,ATM-HYD-0083,2026-04-10 09:56:00,10000,Friday,9,3,False,N/A
WDR-0008477,ATM-HYD-0019,2026-05-25 16:15:00,20000,Monday,16,10,False,N/A
WDR-0008478,ATM-HYD-0292,2026-01-24 14:58:00,40000,Saturday,14,15,False,N/A
WDR-0008479,ATM-HYD-0110,2026-03-08 04:38:00,10000,Sunday,4,4,False,N/A
WDR-0008480,ATM-HYD-0126,2026-05-14 23:51:00,10000,Thursday,23,24,True,DR-2026-2353
WDR-0008481,ATM-HYD-0385,2026-07-03 22:56:00,20000,Friday,22,13,False,N/A
WDR-0008482,ATM-HYD-0397,2026-04-01 03:11:00,5000,Wednesday,3,22,False,N/A
WDR-0008483,ATM-HYD-0326,2026-05-28 22:24:00,25000,Thursday,22,15,True,DR-2026-2468
WDR-0008484,ATM-HYD-0432,2026-02-02 06:22:00,15000,Monday,6,10,True,DR-2026-3147
WDR-0008485,ATM-HYD-0421,2026-01-19 23:25:00,4000,Monday,23,16,True,DR-2026-4980
WDR-0008486,ATM-HYD-0512,2026-03-08 17:03:00,5000,Sunday,17,4,False,N/A
WDR-0008487,ATM-HYD-0154,2026-07-27 00:06:00,25000,Monday,0,15,True,DR-2026-3628
WDR-0008488,ATM-HYD-0137,2026-02-22 01:50:00,20000,Sunday,1,4,True,DR-2026-2517
WDR-0008489,ATM-HYD-0237,2026-04-11 16:24:00,5000,Saturday,16,23,True,DR-2026-4203
WDR-0008490,ATM-HYD-0005,2026-05-21 06:16:00,20000,Thursday,6,18,False,N/A
WDR-0008491,ATM-HYD-0005,2026-07-18 18:02:00,20000,Saturday,18,11,False,N/A
WDR-0008492,ATM-HYD-0035,2026-04-01 23:31:00,15000,Wednesday,23,11,True,DR-2026-2396
WDR-0008493,ATM-HYD-0091,2026-03-03 08:48:00,2000,Tuesday,8,17,True,DR-2026-2517
WDR-0008494,ATM-HYD-0332,2026-07-15 08:59:00,40000,Wednesday,8,18,False,N/A
WDR-0008495,ATM-HYD-0261,2026-04-16 18:49:00,10000,Thursday,18,11,True,DR-2026-1312
WDR-0008496,ATM-HYD-0266,2026-06-30 00:32:00,40000,Tuesday,0,3,False,N/A
WDR-0008497,ATM-HYD-0367,2026-06-21 13:30:00,5000,Sunday,13,16,False,N/A
WDR-0008498,ATM-HYD-0095,2026-05-10 18:04:00,5000,Sunday,18,7,False,N/A
WDR-0008499,ATM-HYD-0325,2026-05-14 17:59:00,5000,Thursday,17,17,False,N/A
WDR-0008500,ATM-HYD-0415,2026-04-13 13:55:00,10000,Monday,13,17,False,N/A
WDR-0008501,ATM-HYD-0240,2026-05-06 07:18:00,5000,Wednesday,7,20,False,N/A
WDR-0008502,ATM-HYD-0036,2026-05-02 15:20:00,40000,Saturday,15,24,True,DR-2026-2665
WDR-0008503,ATM-HYD-0412,2026-07-19 13:14:00,40000,Sunday,13,21,False,N/A
WDR-0008504,ATM-HYD-0151,2026-02-11 17:39:00,5000,Wednesday,17,14,False,N/A
WDR-0008505,ATM-HYD-0009,2026-04-11 12:37:00,10000,Saturday,12,3,False,N/A
WDR-0008506,ATM-HYD-0355,2026-08-03 15:00:00,4000,Monday,15,6,True,DR-2026-2573
WDR-0008507,ATM-HYD-0474,2026-05-04 20:39:00,5000,Monday,20,20,False,N/A
WDR-0008508,ATM-HYD-0453,2026-06-06 10:42:00,20000,Saturday,10,11,False,N/A
WDR-0008509,ATM-HYD-0106,2026-07-13 03:57:00,20000,Monday,3,11,False,N/A
WDR-0008510,ATM-HYD-0306,2026-05-16 03:50:00,2000,Saturday,3,5,False,N/A
WDR-0008511,ATM-HYD-0052,2026-02-11 05:01:00,5000,Wednesday,5,15,False,N/A
WDR-0008512,ATM-HYD-0116,2026-03-26 11:40:00,2000,Thursday,11,5,False,N/A
WDR-0008513,ATM-HYD-0018,2026-07-21 20:11:00,15000,Tuesday,20,9,False,N/A
WDR-0008514,ATM-HYD-0164,2026-06-04 04:37:00,2000,Thursday,4,12,True,DR-2026-2933
WDR-0008515,ATM-HYD-0276,2026-04-28 10:25:00,40000,Tuesday,10,20,False,N/A
WDR-0008516,ATM-HYD-0105,2026-07-09 01:35:00,20000,Thursday,1,15,False,N/A
WDR-0008517,ATM-HYD-0376,2026-04-08 13:47:00,2000,Wednesday,13,8,False,N/A
WDR-0008518,ATM-HYD-0204,2026-03-30 18:48:00,40000,Monday,18,24,False,N/A
WDR-0008519,ATM-HYD-0206,2026-01-31 07:54:00,40000,Saturday,7,19,False,N/A
WDR-0008520,ATM-HYD-0449,2026-03-05 00:11:00,25000,Thursday,0,7,False,N/A
WDR-0008521,ATM-HYD-0037,2026-07-29 21:19:00,4000,Wednesday,21,6,False,N/A
WDR-0008522,ATM-HYD-0015,2026-06-16 07:49:00,40000,Tuesday,7,24,True,DR-2026-3327
WDR-0008523,ATM-HYD-0475,2026-02-05 19:23:00,2000,Thursday,19,17,False,N/A
WDR-0008524,ATM-HYD-0286,2026-05-17 09:31:00,2000,Sunday,9,12,False,N/A
WDR-0008525,ATM-HYD-0259,2026-04-30 10:57:00,10000,Thursday,10,10,True,DR-2026-1239
WDR-0008526,ATM-HYD-0069,2026-04-16 12:37:00,5000,Thursday,12,14,False,N/A
WDR-0008527,ATM-HYD-0047,2026-02-18 03:42:00,15000,Wednesday,3,11,False,N/A
WDR-0008528,ATM-HYD-0459,2026-07-03 01:53:00,10000,Friday,1,12,False,N/A
WDR-0008529,ATM-HYD-0377,2026-06-21 12:07:00,10000,Sunday,12,5,True,DR-2026-2690
WDR-0008530,ATM-HYD-0392,2026-05-24 23:19:00,2000,Sunday,23,24,True,DR-2026-3487
WDR-0008531,ATM-HYD-0386,2026-06-12 17:55:00,5000,Friday,17,3,False,N/A
WDR-0008532,ATM-HYD-0234,2026-03-28 14:28:00,10000,Saturday,14,11,False,N/A
WDR-0008533,ATM-HYD-0018,2026-06-15 00:16:00,2000,Monday,0,23,False,N/A
WDR-0008534,ATM-HYD-0106,2026-07-26 18:51:00,2000,Sunday,18,4,True,DR-2026-5025
WDR-0008535,ATM-HYD-0338,2026-06-19 03:46:00,25000,Friday,3,10,True,DR-2026-1294
WDR-0008536,ATM-HYD-0124,2026-04-09 21:34:00,40000,Thursday,21,9,False,N/A
WDR-0008537,ATM-HYD-0317,2026-07-28 01:56:00,4000,Tuesday,1,16,False,N/A
WDR-0008538,ATM-HYD-0367,2026-07-14 13:04:00,2000,Tuesday,13,22,True,DR-2026-2413
WDR-0008539,ATM-HYD-0476,2026-04-10 11:45:00,4000,Friday,11,7,False,N/A
WDR-0008540,ATM-HYD-0419,2026-03-23 19:52:00,25000,Monday,19,8,False,N/A
WDR-0008541,ATM-HYD-0238,2026-05-07 13:31:00,2000,Thursday,13,4,True,DR-2026-2986
WDR-0008542,ATM-HYD-0229,2026-07-07 18:07:00,20000,Tuesday,18,6,False,N/A
WDR-0008543,ATM-HYD-0062,2026-02-17 19:42:00,20000,Tuesday,19,7,False,N/A
WDR-0008544,ATM-HYD-0446,2026-03-24 16:10:00,2000,Tuesday,16,8,False,N/A
WDR-0008545,ATM-HYD-0312,2026-07-09 16:43:00,15000,Thursday,16,20,False,N/A
WDR-0008546,ATM-HYD-0427,2026-01-17 07:36:00,2000,Saturday,7,20,True,DR-2026-4875
WDR-0008547,ATM-HYD-0135,2026-07-05 22:46:00,2000,Sunday,22,15,True,DR-2026-3601
WDR-0008548,ATM-HYD-0470,2026-03-17 02:42:00,5000,Tuesday,2,3,False,N/A
WDR-0008549,ATM-HYD-0243,2026-02-02 14:48:00,20000,Monday,14,4,False,N/A
WDR-0008550,ATM-HYD-0400,2026-03-02 23:36:00,20000,Monday,23,19,True,DR-2026-1089
WDR-0008551,ATM-HYD-0356,2026-02-17 12:12:00,10000,Tuesday,12,10,False,N/A
WDR-0008552,ATM-HYD-0276,2026-07-02 07:03:00,20000,Thursday,7,17,True,DR-2026-1565
WDR-0008553,ATM-HYD-0018,2026-03-20 16:52:00,40000,Friday,16,20,True,DR-2026-2629
WDR-0008554,ATM-HYD-0355,2026-03-25 03:10:00,2000,Wednesday,3,4,False,N/A
WDR-0008555,ATM-HYD-0093,2026-05-04 07:29:00,20000,Monday,7,22,False,N/A
WDR-0008556,ATM-HYD-0412,2026-06-03 14:11:00,5000,Wednesday,14,14,False,N/A
WDR-0008557,ATM-HYD-0393,2026-05-22 14:27:00,15000,Friday,14,13,True,DR-2026-2213
WDR-0008558,ATM-HYD-0346,2026-01-15 15:46:00,25000,Thursday,15,12,False,N/A
WDR-0008559,ATM-HYD-0304,2026-03-05 19:16:00,15000,Thursday,19,11,True,DR-2026-1516
WDR-0008560,ATM-HYD-0117,2026-04-22 02:47:00,10000,Wednesday,2,9,False,N/A
WDR-0008561,ATM-HYD-0483,2026-07-03 12:57:00,4000,Friday,12,9,False,N/A
WDR-0008562,ATM-HYD-0263,2026-04-16 23:21:00,4000,Thursday,23,15,False,N/A
WDR-0008563,ATM-HYD-0442,2026-03-25 03:30:00,40000,Wednesday,3,11,True,DR-2026-2479
WDR-0008564,ATM-HYD-0168,2026-07-23 14:44:00,40000,Thursday,14,10,False,N/A
WDR-0008565,ATM-HYD-0487,2026-05-20 15:36:00,40000,Wednesday,15,20,False,N/A
WDR-0008566,ATM-HYD-0360,2026-02-11 12:15:00,40000,Wednesday,12,7,False,N/A
WDR-0008567,ATM-HYD-0363,2026-08-01 00:31:00,20000,Saturday,0,9,True,DR-2026-3223
WDR-0008568,ATM-HYD-0040,2026-03-02 11:24:00,15000,Monday,11,17,False,N/A
WDR-0008569,ATM-HYD-0090,2026-03-16 11:37:00,20000,Monday,11,12,False,N/A
WDR-0008570,ATM-HYD-0463,2026-06-20 00:42:00,20000,Saturday,0,14,False,N/A
WDR-0008571,ATM-HYD-0292,2026-04-23 02:48:00,15000,Thursday,2,7,True,DR-2026-1162
WDR-0008572,ATM-HYD-0133,2026-04-27 09:45:00,20000,Monday,9,12,True,DR-2026-4431
WDR-0008573,ATM-HYD-0010,2026-06-20 17:41:00,10000,Saturday,17,19,False,N/A
WDR-0008574,ATM-HYD-0372,2026-07-16 04:13:00,10000,Thursday,4,7,True,DR-2026-4946
WDR-0008575,ATM-HYD-0418,2026-06-05 01:48:00,40000,Friday,1,7,False,N/A
WDR-0008576,ATM-HYD-0398,2026-07-17 22:55:00,2000,Friday,22,12,False,N/A
WDR-0008577,ATM-HYD-0063,2026-04-10 12:09:00,15000,Friday,12,21,False,N/A
WDR-0008578,ATM-HYD-0480,2026-07-31 17:48:00,5000,Friday,17,4,True,DR-2026-2620
WDR-0008579,ATM-HYD-0132,2026-04-29 09:17:00,4000,Wednesday,9,18,False,N/A
WDR-0008580,ATM-HYD-0254,2026-06-06 17:51:00,10000,Saturday,17,15,False,N/A
WDR-0008581,ATM-HYD-0477,2026-08-02 21:03:00,5000,Sunday,21,7,False,N/A
WDR-0008582,ATM-HYD-0282,2026-07-15 18:30:00,4000,Wednesday,18,5,False,N/A
WDR-0008583,ATM-HYD-0007,2026-07-06 20:46:00,5000,Monday,20,18,False,N/A
WDR-0008584,ATM-HYD-0190,2026-04-05 11:47:00,4000,Sunday,11,4,False,N/A
WDR-0008585,ATM-HYD-0122,2026-05-14 14:28:00,20000,Thursday,14,23,False,N/A
WDR-0008586,ATM-HYD-0287,2026-01-15 00:54:00,4000,Thursday,0,21,True,DR-2026-5023
WDR-0008587,ATM-HYD-0260,2026-02-26 07:32:00,15000,Thursday,7,3,False,N/A
WDR-0008588,ATM-HYD-0325,2026-05-09 00:49:00,10000,Saturday,0,6,False,N/A
WDR-0008589,ATM-HYD-0478,2026-03-21 01:30:00,20000,Saturday,1,12,True,DR-2026-3874
WDR-0008590,ATM-HYD-0006,2026-04-08 16:46:00,4000,Wednesday,16,18,False,N/A
WDR-0008591,ATM-HYD-0452,2026-06-28 06:10:00,20000,Sunday,6,14,False,N/A
WDR-0008592,ATM-HYD-0116,2026-07-08 07:01:00,20000,Wednesday,7,6,False,N/A
WDR-0008593,ATM-HYD-0278,2026-01-22 03:58:00,10000,Thursday,3,15,False,N/A
WDR-0008594,ATM-HYD-0449,2026-06-18 21:55:00,10000,Thursday,21,12,False,N/A
WDR-0008595,ATM-HYD-0248,2026-07-29 20:41:00,10000,Wednesday,20,7,False,N/A
WDR-0008596,ATM-HYD-0470,2026-03-31 20:30:00,4000,Tuesday,20,23,False,N/A
WDR-0008597,ATM-HYD-0133,2026-08-02 17:51:00,5000,Sunday,17,18,False,N/A
WDR-0008598,ATM-HYD-0119,2026-02-12 23:26:00,20000,Thursday,23,14,False,N/A
WDR-0008599,ATM-HYD-0065,2026-02-01 21:13:00,10000,Sunday,21,21,False,N/A
WDR-0008600,ATM-HYD-0274,2026-06-15 10:49:00,15000,Monday,10,3,False,N/A
WDR-0008601,ATM-HYD-0035,2026-04-14 16:06:00,15000,Tuesday,16,6,False,N/A
WDR-0008602,ATM-HYD-0006,2026-07-18 06:54:00,15000,Saturday,6,23,True,DR-2026-5176
WDR-0008603,ATM-HYD-0010,2026-02-10 15:33:00,10000,Tuesday,15,24,False,N/A
WDR-0008604,ATM-HYD-0018,2026-04-11 09:12:00,5000,Saturday,9,11,False,N/A
WDR-0008605,ATM-HYD-0067,2026-04-24 19:09:00,40000,Friday,19,4,False,N/A
WDR-0008606,ATM-HYD-0357,2026-03-05 15:56:00,4000,Thursday,15,6,False,N/A
WDR-0008607,ATM-HYD-0367,2026-05-23 08:45:00,15000,Saturday,8,22,False,N/A
WDR-0008608,ATM-HYD-0226,2026-05-01 22:24:00,2000,Friday,22,5,True,DR-2026-2683
WDR-0008609,ATM-HYD-0388,2026-02-10 01:40:00,25000,Tuesday,1,11,True,DR-2026-3605
WDR-0008610,ATM-HYD-0222,2026-03-11 02:28:00,20000,Wednesday,2,22,False,N/A
WDR-0008611,ATM-HYD-0097,2026-01-27 03:43:00,5000,Tuesday,3,3,False,N/A
WDR-0008612,ATM-HYD-0298,2026-04-13 15:36:00,15000,Monday,15,10,False,N/A
WDR-0008613,ATM-HYD-0496,2026-06-14 04:56:00,20000,Sunday,4,17,True,DR-2026-4973
WDR-0008614,ATM-HYD-0139,2026-07-19 22:38:00,2000,Sunday,22,19,False,N/A
WDR-0008615,ATM-HYD-0011,2026-03-28 08:36:00,20000,Saturday,8,7,True,DR-2026-2352
WDR-0008616,ATM-HYD-0337,2026-06-16 23:41:00,15000,Tuesday,23,7,False,N/A
WDR-0008617,ATM-HYD-0318,2026-05-22 06:38:00,5000,Friday,6,15,False,N/A
WDR-0008618,ATM-HYD-0282,2026-06-15 08:37:00,2000,Monday,8,23,False,N/A
WDR-0008619,ATM-HYD-0368,2026-02-17 03:22:00,20000,Tuesday,3,20,False,N/A
WDR-0008620,ATM-HYD-0144,2026-02-16 20:59:00,20000,Monday,20,19,False,N/A
WDR-0008621,ATM-HYD-0063,2026-07-16 04:53:00,2000,Thursday,4,11,True,DR-2026-5031
WDR-0008622,ATM-HYD-0400,2026-02-03 22:41:00,15000,Tuesday,22,10,True,DR-2026-1791
WDR-0008623,ATM-HYD-0495,2026-01-26 21:00:00,4000,Monday,21,3,True,DR-2026-2807
WDR-0008624,ATM-HYD-0286,2026-05-14 23:08:00,25000,Thursday,23,23,True,DR-2026-2824
WDR-0008625,ATM-HYD-0050,2026-03-30 00:06:00,10000,Monday,0,6,False,N/A
WDR-0008626,ATM-HYD-0040,2026-07-02 04:22:00,20000,Thursday,4,5,True,DR-2026-3710
WDR-0008627,ATM-HYD-0060,2026-06-12 22:33:00,10000,Friday,22,16,False,N/A
WDR-0008628,ATM-HYD-0050,2026-04-10 17:18:00,10000,Friday,17,23,True,DR-2026-2772
WDR-0008629,ATM-HYD-0078,2026-04-27 14:38:00,40000,Monday,14,9,False,N/A
WDR-0008630,ATM-HYD-0366,2026-05-22 21:45:00,5000,Friday,21,8,False,N/A
WDR-0008631,ATM-HYD-0295,2026-03-01 23:17:00,15000,Sunday,23,8,False,N/A
WDR-0008632,ATM-HYD-0195,2026-02-23 15:15:00,5000,Monday,15,21,False,N/A
WDR-0008633,ATM-HYD-0503,2026-03-04 13:01:00,20000,Wednesday,13,15,True,DR-2026-3771
WDR-0008634,ATM-HYD-0002,2026-07-14 06:03:00,40000,Tuesday,6,8,False,N/A
WDR-0008635,ATM-HYD-0428,2026-02-16 11:16:00,15000,Monday,11,13,False,N/A
WDR-0008636,ATM-HYD-0131,2026-03-06 01:59:00,4000,Friday,1,5,False,N/A
WDR-0008637,ATM-HYD-0455,2026-03-12 04:01:00,40000,Thursday,4,6,False,N/A
WDR-0008638,ATM-HYD-0170,2026-03-23 16:03:00,2000,Monday,16,5,False,N/A
WDR-0008639,ATM-HYD-0378,2026-02-20 13:43:00,4000,Friday,13,8,False,N/A
WDR-0008640,ATM-HYD-0391,2026-07-01 03:19:00,20000,Wednesday,3,24,True,DR-2026-2384
WDR-0008641,ATM-HYD-0101,2026-02-11 04:27:00,5000,Wednesday,4,21,False,N/A
WDR-0008642,ATM-HYD-0303,2026-03-29 16:25:00,15000,Sunday,16,14,False,N/A
WDR-0008643,ATM-HYD-0463,2026-03-09 08:26:00,25000,Monday,8,14,False,N/A
WDR-0008644,ATM-HYD-0300,2026-05-05 03:34:00,5000,Tuesday,3,14,False,N/A
WDR-0008645,ATM-HYD-0110,2026-03-21 07:08:00,4000,Saturday,7,16,False,N/A
WDR-0008646,ATM-HYD-0124,2026-07-17 22:17:00,20000,Friday,22,8,True,DR-2026-1888
WDR-0008647,ATM-HYD-0191,2026-01-22 21:11:00,10000,Thursday,21,11,False,N/A
WDR-0008648,ATM-HYD-0211,2026-02-10 05:20:00,25000,Tuesday,5,8,True,DR-2026-2468
WDR-0008649,ATM-HYD-0171,2026-04-29 22:27:00,15000,Wednesday,22,24,False,N/A
WDR-0008650,ATM-HYD-0225,2026-05-19 14:38:00,4000,Tuesday,14,6,False,N/A
WDR-0008651,ATM-HYD-0378,2026-05-03 08:08:00,40000,Sunday,8,21,True,DR-2026-1778
WDR-0008652,ATM-HYD-0180,2026-03-20 03:32:00,10000,Friday,3,14,False,N/A
WDR-0008653,ATM-HYD-0142,2026-08-03 00:07:00,10000,Monday,0,10,False,N/A
WDR-0008654,ATM-HYD-0396,2026-02-23 06:30:00,2000,Monday,6,22,False,N/A
WDR-0008655,ATM-HYD-0491,2026-01-24 08:09:00,25000,Saturday,8,9,True,DR-2026-2491
WDR-0008656,ATM-HYD-0419,2026-04-20 00:02:00,4000,Monday,0,14,False,N/A
WDR-0008657,ATM-HYD-0309,2026-06-15 09:26:00,20000,Monday,9,23,True,DR-2026-2959
WDR-0008658,ATM-HYD-0111,2026-08-01 06:34:00,40000,Saturday,6,13,False,N/A
WDR-0008659,ATM-HYD-0371,2026-02-13 12:42:00,20000,Friday,12,10,False,N/A
