atm_id,bank,latitude,longitude,area,locality,city,pincode,is_24x7,demo_dataset,atm_name,atm_type,operating_hours,historical_withdrawal_count,historical_cashout_rate,average_withdrawal_amount,historical_risk_score,distance_to_police,distance_to_highway,nearby_landmarks,active_status
ATM-HYD-0195,Bank of Baroda,17.35385,78.545453,LB Nagar,LB Nagar Main Road,Hyderabad,500074,True,True,Bank of Baroda ATM - LB Nagar,On-Site,24 Hours,551,0.27,4000,0.49,0.7,3.2,Near LB Nagar Metro / Junction,ACTIVE
ATM-HYD-0196,HDFC Bank,17.413224,78.561636,Uppal,Uppal Main Road,Hyderabad,500039,True,True,HDFC Bank ATM - Uppal,On-Site,24 Hours,222,0.24,5000,0.2,1.01,1.11,Near Uppal Metro / Junction,ACTIVE
ATM-HYD-0197,Axis Bank,17.449931,78.335751,Gachibowli,Gachibowli Main Road,Hyderabad,500032,True,True,Axis Bank ATM - Gachibowli,Off-Site Kiosk,24 Hours,701,0.38,10000,0.85,1.77,1.95,Near Gachibowli Metro / Junction,ACTIVE
ATM-HYD-0198,HDFC Bank,17.444747,78.363846,Hitec City,Hitec City Main Road,Hyderabad,500081,True,True,HDFC Bank ATM - Hitec City,On-Site,24 Hours,759,0.27,20000,0.23,0.57,2.36,Near Hitec City Metro / Junction,ACTIVE
ATM-HYD-0199,IndusInd Bank,17.447765,78.347073,Gachibowli,Gachibowli Main Road,Hyderabad,500032,True,True,IndusInd Bank ATM - Gachibowli,Off-Site Kiosk,24 Hours,704,0.38,5000,0.45,0.87,3.13,Near Gachibowli Metro / Junction,ACTIVE
ATM-HYD-0200,Axis Bank,17.389298,78.448285,Mehdipatnam,Mehdipatnam Main Road,Hyderabad,500028,True,True,Axis Bank ATM - Mehdipatnam,On-Site,24 Hours,604,0.26,20000,0.22,0.85,1.61,Near Mehdipatnam Metro / Junction,ACTIVE
ATM-HYD-0201,Union Bank of India,17.404902,78.545493,Uppal,Uppal Main Road,Hyderabad,500039,True,True,Union Bank of India ATM - Uppal,Off-Site Kiosk,24 Hours,523,0.46,20000,0.8,1.07,0.42,Near Uppal Metro / Junction,ACTIVE
ATM-HYD-0202,Punjab National Bank,17.473931,78.344568,Kondapur,Kondapur Main Road,Hyderabad,500084,True,True,Punjab National Bank ATM - Kondapur,Off-Site Kiosk,24 Hours,235,0.28,20000,0.67,0.43,2.88,Near Kondapur Metro / Junction,ACTIVE
ATM-HYD-0203,Punjab National Bank,17.388306,78.556606,Uppal,Uppal Main Road,Hyderabad,500039,True,True,Punjab National Bank ATM - Uppal,On-Site,24 Hours,740,0.46,15000,0.38,1.58,0.6,Near Uppal Metro / Junction,ACTIVE
ATM-HYD-0204,State Bank of India,17.503856,78.351176,Miyapur,Miyapur Main Road,Hyderabad,500049,True,True,State Bank of India ATM - Miyapur,On-Site,24 Hours,821,0.46,10000,0.76,0.76,2.58,Near Miyapur Metro / Junction,ACTIVE
ATM-HYD-0205,Canara Bank,17.478345,78.343893,Kondapur,Kondapur Main Road,Hyderabad,500084,True,True,Canara Bank ATM - Kondapur,Off-Site Kiosk,24 Hours,754,0.23,4000,0.55,0.18,0.9,Near Kondapur Metro / Junction,ACTIVE
ATM-HYD-0206,Axis Bank,17.360802,78.460799,Charminar,Charminar Main Road,Hyderabad,500002,True,True,Axis Bank ATM - Charminar,Off-Site Kiosk,24 Hours,369,0.43,8000,0.74,1.48,1.41,Near Charminar Metro / Junction,ACTIVE
ATM-HYD-0207,Bank of Baroda,17.380485,78.531999,Dilsukhnagar,Dilsukhnagar Main Road,Hyderabad,500060,True,True,Bank of Baroda ATM - Dilsukhnagar,Off-Site Kiosk,24 Hours,727,0.2,10000,0.74,1.0,3.42,Near Dilsukhnagar Metro / Junction,ACTIVE
ATM-HYD-0208,ICICI Bank,17.356168,78.527774,Dilsukhnagar,Dilsukhnagar Main Road,Hyderabad,500060,True,True,ICICI Bank ATM - Dilsukhnagar,Off-Site Kiosk,24 Hours,768,0.36,15000,0.17,1.03,3.27,Near Dilsukhnagar Metro / Junction,ACTIVE
ATM-HYD-0209,Canara Bank,17.358799,78.523017,Dilsukhnagar,Dilsukhnagar Main Road,Hyderabad,500060,True,True,Canara Bank ATM - Dilsukhnagar,Off-Site Kiosk,24 Hours,413,0.13,8000,0.64,1.13,1.22,Near Dilsukhnagar Metro / Junction,ACTIVE
ATM-HYD-0210,Punjab National Bank,17.418251,78.411125,Jubilee Hills,Jubilee Hills Main Road,Hyderabad,500033,True,True,Punjab National Bank ATM - Jubilee Hills,On-Site,24 Hours,146,0.19,5000,0.55,1.57,1.52,Near Jubilee Hills Metro / Junction,ACTIVE
ATM-HYD-0211,Punjab National Bank,17.341044,78.539017,LB Nagar,LB Nagar Main Road,Hyderabad,500074,True,True,Punjab National Bank ATM - LB Nagar,On-Site,24 Hours,788,0.47,4000,0.67,1.39,0.91,Near LB Nagar Metro / Junction,ACTIVE
ATM-HYD-0212,Union Bank of India,17.362893,78.554218,LB Nagar,LB Nagar Main Road,Hyderabad,500074,True,True,Union Bank of India ATM - LB Nagar,On-Site,24 Hours,489,0.18,8000,0.66,1.02,2.76,Near LB Nagar Metro / Junction,ACTIVE
ATM-HYD-0213,Kotak Mahindra Bank,17.38821,78.44185,Mehdipatnam,Mehdipatnam Main Road,Hyderabad,500028,True,True,Kotak Mahindra Bank ATM - Mehdipatnam,On-Site,24 Hours,226,0.44,5000,0.26,0.4,2.24,Near Mehdipatnam Metro / Junction,ACTIVE
ATM-HYD-0214,Canara Bank,17.481679,78.408585,Kukatpally,Kukatpally Main Road,Hyderabad,500072,True,True,Canara Bank ATM - Kukatpally,Off-Site Kiosk,24 Hours,418,0.28,10000,0.49,0.55,1.66,Near Kukatpally Metro / Junction,ACTIVE
ATM-HYD-0215,ICICI Bank,17.362865,78.48644,Charminar,Charminar Main Road,Hyderabad,500002,True,True,ICICI Bank ATM - Charminar,On-Site,24 Hours,664,0.16,10000,0.23,1.25,2.44,Near Charminar Metro / Junction,ACTIVE
ATM-HYD-0216,Canara Bank,17.501762,78.390102,Kukatpally,Kukatpally Main Road,Hyderabad,500072,True,True,Canara Bank ATM - Kukatpally,On-Site,24 Hours,679,0.36,4000,0.3,1.06,3.45,Near Kukatpally Metro / Junction,ACTIVE
ATM-HYD-0217,Canara Bank,17.442779,78.392988,Hitec City,Hitec City Main Road,Hyderabad,500081,True,True,Canara Bank ATM - Hitec City,On-Site,24 Hours,349,0.23,5000,0.69,0.63,2.72,Near Hitec City Metro / Junction,ACTIVE
ATM-HYD-0218,Union Bank of India,17.386935,78.451339,Mehdipatnam,Mehdipatnam Main Road,Hyderabad,500028,True,True,Union Bank of India ATM - Mehdipatnam,On-Site,24 Hours,262,0.12,20000,0.45,1.25,0.63,Near Mehdipatnam Metro / Junction,ACTIVE
ATM-HYD-0219,Axis Bank,17.43394,78.46268,Begumpet,Begumpet Main Road,Hyderabad,500016,True,True,Axis Bank ATM - Begumpet,On-Site,24 Hours,375,0.3,20000,0.71,1.26,0.44,Near Begumpet Metro / Junction,ACTIVE
ATM-HYD-0220,Union Bank of India,17.428655,78.492385,Secunderabad,Secunderabad Main Road,Hyderabad,500003,True,True,Union Bank of India ATM - Secunderabad,Off-Site Kiosk,24 Hours,183,0.28,10000,0.79,1.4,3.04,Near Secunderabad Metro / Junction,ACTIVE
ATM-HYD-0221,State Bank of India,17.487129,78.341718,Chandanagar,Chandanagar Main Road,Hyderabad,500050,True,True,State Bank of India ATM - Chandanagar,On-Site,24 Hours,727,0.27,20000,0.44,1.12,0.58,Near Chandanagar Metro / Junction,ACTIVE
ATM-HYD-0222,Canara Bank,17.494298,78.36037,Miyapur,Miyapur Main Road,Hyderabad,500049,False,True,Canara Bank ATM - Miyapur,On-Site,06:00 - 23:00,472,0.18,15000,0.47,0.68,2.48,Near Miyapur Metro / Junction,ACTIVE
ATM-HYD-0223,State Bank of India,17.384923,78.459189,Abids,Abids Main Road,Hyderabad,500001,True,True,State Bank of India ATM - Abids,On-Site,24 Hours,587,0.42,5000,0.45,2.11,1.52,Near Abids Metro / Junction,ACTIVE
ATM-HYD-0224,Bank of Baroda,17.444426,78.459023,Ameerpet,Ameerpet Main Road,Hyderabad,500038,True,True,Bank of Baroda ATM - Ameerpet,On-Site,24 Hours,457,0.39,5000,0.38,0.78,0.75,Near Ameerpet Metro / Junction,ACTIVE
ATM-HYD-0225,Bank of Baroda,17.487226,78.375518,KPHB Colony,KPHB Colony Main Road,Hyderabad,500072,False,True,Bank of Baroda ATM - KPHB Colony,On-Site,06:00 - 23:00,256,0.31,5000,0.78,0.68,1.35,Near KPHB Colony Metro / Junction,ACTIVE
ATM-HYD-0226,Canara Bank,17.468948,78.357442,Kondapur,Kondapur Main Road,Hyderabad,500084,False,True,Canara Bank ATM - Kondapur,Off-Site Kiosk,06:00 - 23:00,800,0.41,5000,0.22,1.4,1.04,Near Kondapur Metro / Junction,ACTIVE
ATM-HYD-0227,Canara Bank,17.492387,78.342716,Miyapur,Miyapur Main Road,Hyderabad,500049,True,True,Canara Bank ATM - Miyapur,On-Site,24 Hours,296,0.39,20000,0.2,1.66,3.34,Near Miyapur Metro / Junction,ACTIVE
ATM-HYD-0228,Bank of Baroda,17.451474,78.354825,Gachibowli,Gachibowli Main Road,Hyderabad,500032,True,True,Bank of Baroda ATM - Gachibowli,Off-Site Kiosk,24 Hours,615,0.39,15000,0.46,0.75,3.25,Near Gachibowli Metro / Junction,ACTIVE
ATM-HYD-0229,IndusInd Bank,17.390111,78.441496,Mehdipatnam,Mehdipatnam Main Road,Hyderabad,500028,True,True,IndusInd Bank ATM - Mehdipatnam,On-Site,24 Hours,790,0.48,8000,0.75,0.19,2.27,Near Mehdipatnam Metro / Junction,ACTIVE
ATM-HYD-0230,Union Bank of India,17.430972,78.348274,Gachibowli,Gachibowli Main Road,Hyderabad,500032,True,True,Union Bank of India ATM - Gachibowli,On-Site,24 Hours,209,0.29,20000,0.36,1.02,1.11,Near Gachibowli Metro / Junction,ACTIVE
ATM-HYD-0231,Punjab National Bank,17.380793,78.452941,Mehdipatnam,Mehdipatnam Main Road,Hyderabad,500028,True,True,Punjab National Bank ATM - Mehdipatnam,On-Site,24 Hours,659,0.15,10000,0.47,1.78,0.39,Near Mehdipatnam Metro / Junction,ACTIVE
ATM-HYD-0232,Canara Bank,17.361295,78.476588,Charminar,Charminar Main Road,Hyderabad,500002,True,True,Canara Bank ATM - Charminar,Off-Site Kiosk,24 Hours,218,0.35,4000,0.58,0.2,1.87,Near Charminar Metro / Junction,ACTIVE
ATM-HYD-0233,IndusInd Bank,17.417907,78.427966,Banjara Hills,Banjara Hills Main Road,Hyderabad,500034,True,True,IndusInd Bank ATM - Banjara Hills,On-Site,24 Hours,707,0.46,20000,0.78,0.79,1.68,Near Banjara Hills Metro / Junction,ACTIVE
ATM-HYD-0234,State Bank of India,17.380433,78.477422,Abids,Abids Main Road,Hyderabad,500001,True,True,State Bank of India ATM - Abids,Off-Site Kiosk,24 Hours,807,0.19,15000,0.48,2.11,0.7,Near Abids Metro / Junction,ACTIVE
ATM-HYD-0235,Canara Bank,17.490311,78.406249,Kukatpally,Kukatpally Main Road,Hyderabad,500072,False,True,Canara Bank ATM - Kukatpally,On-Site,06:00 - 23:00,245,0.41,8000,0.84,0.79,0.48,Near Kukatpally Metro / Junction,ACTIVE
ATM-HYD-0236,ICICI Bank,17.402764,78.554413,Uppal,Uppal Main Road,Hyderabad,500039,True,True,ICICI Bank ATM - Uppal,Off-Site Kiosk,24 Hours,180,0.21,10000,0.84,1.4,1.93,Near Uppal Metro / Junction,ACTIVE
ATM-HYD-0237,Axis Bank,17.443202,78.489068,Secunderabad,Secunderabad Main Road,Hyderabad,500003,True,True,Axis Bank ATM - Secunderabad,Off-Site Kiosk,24 Hours,512,0.25,8000,0.42,1.05,2.76,Near Secunderabad Metro / Junction,ACTIVE
ATM-HYD-0238,Kotak Mahindra Bank,17.436794,78.450015,Ameerpet,Ameerpet Main Road,Hyderabad,500038,True,True,Kotak Mahindra Bank ATM - Ameerpet,Off-Site Kiosk,24 Hours,193,0.4,20000,0.38,1.95,1.29,Near Ameerpet Metro / Junction,ACTIVE
ATM-HYD-0239,HDFC Bank,17.433714,78.341629,Gachibowli,Gachibowli Main Road,Hyderabad,500032,True,True,HDFC Bank ATM - Gachibowli,On-Site,24 Hours,535,0.22,20000,0.75,1.05,3.38,Near Gachibowli Metro / Junction,ACTIVE
ATM-HYD-0240,IndusInd Bank,17.367485,78.463818,Charminar,Charminar Main Road,Hyderabad,500002,True,True,IndusInd Bank ATM - Charminar,Off-Site Kiosk,24 Hours,293,0.24,15000,0.61,1.33,3.23,Near Charminar Metro / Junction,ACTIVE
ATM-HYD-0241,HDFC Bank,17.445399,78.397521,Madhapur,Madhapur Main Road,Hyderabad,500081,True,True,HDFC Bank ATM - Madhapur,On-Site,24 Hours,811,0.37,10000,0.24,0.72,2.54,Near Madhapur Metro / Junction,ACTIVE
ATM-HYD-0242,Kotak Mahindra Bank,17.401323,78.550984,Uppal,Uppal Main Road,Hyderabad,500039,True,True,Kotak Mahindra Bank ATM - Uppal,On-Site,24 Hours,712,0.26,8000,0.72,1.01,2.41,Near Uppal Metro / Junction,ACTIVE
ATM-HYD-0243,ICICI Bank,17.443397,78.397252,Jubilee Hills,Jubilee Hills Main Road,Hyderabad,500033,False,True,ICICI Bank ATM - Jubilee Hills,Off-Site Kiosk,06:00 - 23:00,841,0.45,4000,0.6,0.82,1.6,Near Jubilee Hills Metro / Junction,ACTIVE
ATM-HYD-0244,IndusInd Bank,17.455302,78.453278,Begumpet,Begumpet Main Road,Hyderabad,500016,True,True,IndusInd Bank ATM - Begumpet,On-Site,24 Hours,511,0.23,5000,0.39,1.82,2.73,Near Begumpet Metro / Junction,ACTIVE
ATM-HYD-0245,Axis Bank,17.450532,78.347041,Gachibowli,Gachibowli Main Road,Hyderabad,500032,True,True,Axis Bank ATM - Gachibowli,On-Site,24 Hours,280,0.18,8000,0.74,1.18,0.53,Near Gachibowli Metro / Junction,ACTIVE
ATM-HYD-0246,Axis Bank,17.446123,78.450233,Ameerpet,Ameerpet Main Road,Hyderabad,500038,True,True,Axis Bank ATM - Ameerpet,Off-Site Kiosk,24 Hours,679,0.13,8000,0.76,1.72,2.24,Near Ameerpet Metro / Junction,ACTIVE
ATM-HYD-0247,Punjab National Bank,17.438543,78.380218,Madhapur,Madhapur Main Road,Hyderabad,500081,False,True,Punjab National Bank ATM - Madhapur,On-Site,06:00 - 23:00,297,0.18,20000,0.69,0.15,2.87,Near Madhapur Metro / Junction,ACTIVE
ATM-HYD-0248,Axis Bank,17.482143,78.360811,Miyapur,Miyapur Main Road,Hyderabad,500049,True,True,Axis Bank ATM - Miyapur,On-Site,24 Hours,588,0.14,8000,0.62,0.17,0.98,Near Miyapur Metro / Junction,ACTIVE
ATM-HYD-0249,Kotak Mahindra Bank,17.449709,78.472161,Begumpet,Begumpet Main Road,Hyderabad,500016,True,True,Kotak Mahindra Bank ATM - Begumpet,On-Site,24 Hours,431,0.39,10000,0.31,0.83,0.99,Near Begumpet Metro / Junction,ACTIVE
ATM-HYD-0250,Union Bank of India,17.374858,78.537084,Dilsukhnagar,Dilsukhnagar Main Road,Hyderabad,500060,True,True,Union Bank of India ATM - Dilsukhnagar,Off-Site Kiosk,24 Hours,620,0.45,5000,0.41,0.18,3.33,Near Dilsukhnagar Metro / Junction,ACTIVE
ATM-HYD-0251,IndusInd Bank,17.355845,78.547854,LB Nagar,LB Nagar Main Road,Hyderabad,500074,True,True,IndusInd Bank ATM - LB Nagar,Off-Site Kiosk,24 Hours,612,0.4,10000,0.5,0.49,1.58,Near LB Nagar Metro / Junction,ACTIVE
ATM-HYD-0252,IndusInd Bank,17.389855,78.445409,Mehdipatnam,Mehdipatnam Main Road,Hyderabad,500028,True,True,IndusInd Bank ATM - Mehdipatnam,On-Site,24 Hours,344,0.41,5000,0.76,0.55,0.37,Near Mehdipatnam Metro / Junction,ACTIVE
ATM-HYD-0253,Kotak Mahindra Bank,17.483532,78.355071,Miyapur,Miyapur Main Road,Hyderabad,500049,True,True,Kotak Mahindra Bank ATM - Miyapur,On-Site,24 Hours,520,0.32,4000,0.65,0.29,1.9,Near Miyapur Metro / Junction,ACTIVE
ATM-HYD-0254,HDFC Bank,17.449735,78.364808,Hitec City,Hitec City Main Road,Hyderabad,500081,False,True,HDFC Bank ATM - Hitec City,On-Site,06:00 - 23:00,225,0.39,8000,0.46,0.35,1.89,Near Hitec City Metro / Junction,ACTIVE
ATM-HYD-0255,Canara Bank,17.365034,78.53644,Dilsukhnagar,Dilsukhnagar Main Road,Hyderabad,500060,False,True,Canara Bank ATM - Dilsukhnagar,Off-Site Kiosk,06:00 - 23:00,233,0.46,5000,0.72,0.64,3.12,Near Dilsukhnagar Metro / Junction,ACTIVE
ATM-HYD-0256,Bank of Baroda,17.414559,78.466785,Panjagutta,Panjagutta Main Road,Hyderabad,500082,True,True,Bank of Baroda ATM - Panjagutta,Off-Site Kiosk,24 Hours,564,0.14,15000,0.41,1.46,1.47,Near Panjagutta Metro / Junction,ACTIVE
ATM-HYD-0257,Axis Bank,17.359324,78.471078,Charminar,Charminar Main Road,Hyderabad,500002,True,True,Axis Bank ATM - Charminar,On-Site,24 Hours,369,0.13,4000,0.74,0.46,2.34,Near Charminar Metro / Junction,ACTIVE
ATM-HYD-0258,State Bank of India,17.372248,78.537787,Dilsukhnagar,Dilsukhnagar Main Road,Hyderabad,500060,True,True,State Bank of India ATM - Dilsukhnagar,Off-Site Kiosk,24 Hours,280,0.13,10000,0.64,0.18,0.66,Near Dilsukhnagar Metro / Junction,ACTIVE
ATM-HYD-0259,Axis Bank,17.505216,78.386068,KPHB Colony,KPHB Colony Main Road,Hyderabad,500072,True,True,Axis Bank ATM - KPHB Colony,Off-Site Kiosk,24 Hours,599,0.34,4000,0.16,1.47,0.91,Near KPHB Colony Metro / Junction,ACTIVE
ATM-HYD-0260,Punjab National Bank,17.491367,78.359138,Miyapur,Miyapur Main Road,Hyderabad,500049,True,True,Punjab National Bank ATM - Miyapur,On-Site,24 Hours,763,0.31,4000,0.69,0.78,0.98,Near Miyapur Metro / Junction,ACTIVE
ATM-HYD-0261,Bank of Baroda,17.508191,78.368547,Miyapur,Miyapur Main Road,Hyderabad,500049,True,True,Bank of Baroda ATM - Miyapur,On-Site,24 Hours,384,0.27,15000,0.47,0.17,0.57,Near Miyapur Metro / Junction,ACTIVE
ATM-HYD-0262,ICICI Bank,17.366048,78.518697,Dilsukhnagar,Dilsukhnagar Main Road,Hyderabad,500060,True,True,ICICI Bank ATM - Dilsukhnagar,Off-Site Kiosk,24 Hours,751,0.31,20000,0.51,0.71,1.0,Near Dilsukhnagar Metro / Junction,ACTIVE
ATM-HYD-0263,Union Bank of India,17.432872,78.421034,Jubilee Hills,Jubilee Hills Main Road,Hyderabad,500033,True,True,Union Bank of India ATM - Jubilee Hills,On-Site,24 Hours,579,0.12,8000,0.32,1.46,1.57,Near Jubilee Hills Metro / Junction,ACTIVE
ATM-HYD-0264,Axis Bank,17.413774,78.458738,Panjagutta,Panjagutta Main Road,Hyderabad,500082,True,True,Axis Bank ATM - Panjagutta,Off-Site Kiosk,24 Hours,227,0.31,8000,0.2,0.85,1.94,Near Panjagutta Metro / Junction,ACTIVE
ATM-HYD-0265,Punjab National Bank,17.35311,78.465967,Charminar,Charminar Main Road,Hyderabad,500002,True,True,Punjab National Bank ATM - Charminar,On-Site,24 Hours,659,0.32,10000,0.76,1.08,0.34,Near Charminar Metro / Junction,ACTIVE
ATM-HYD-0266,Axis Bank,17.414433,78.565869,Uppal,Uppal Main Road,Hyderabad,500039,True,True,Axis Bank ATM - Uppal,On-Site,24 Hours,522,0.21,4000,0.4,0.54,0.42,Near Uppal Metro / Junction,ACTIVE
ATM-HYD-0267,Canara Bank,17.436847,78.468384,Begumpet,Begumpet Main Road,Hyderabad,500016,True,True,Canara Bank ATM - Begumpet,On-Site,24 Hours,812,0.35,15000,0.66,0.9,1.3,Near Begumpet Metro / Junction,ACTIVE
ATM-HYD-0268,ICICI Bank,17.355171,78.535623,Dilsukhnagar,Dilsukhnagar Main Road,Hyderabad,500060,True,True,ICICI Bank ATM - Dilsukhnagar,On-Site,24 Hours,699,0.24,20000,0.27,0.25,2.77,Near Dilsukhnagar Metro / Junction,ACTIVE
ATM-HYD-0269,Canara Bank,17.494395,78.399001,KPHB Colony,KPHB Colony Main Road,Hyderabad,500072,True,True,Canara Bank ATM - KPHB Colony,On-Site,24 Hours,630,0.35,5000,0.19,0.13,2.76,Near KPHB Colony Metro / Junction,ACTIVE
ATM-HYD-0270,Punjab National Bank,17.400825,78.566983,Uppal,Uppal Main Road,Hyderabad,500039,True,True,Punjab National Bank ATM - Uppal,On-Site,24 Hours,440,0.19,5000,0.77,1.81,1.24,Near Uppal Metro / Junction,ACTIVE
ATM-HYD-0271,State Bank of India,17.377615,78.450401,Mehdipatnam,Mehdipatnam Main Road,Hyderabad,500028,True,True,State Bank of India ATM - Mehdipatnam,On-Site,24 Hours,547,0.48,15000,0.48,1.87,0.32,Near Mehdipatnam Metro / Junction,ACTIVE
ATM-HYD-0272,IndusInd Bank,17.351196,78.555535,LB Nagar,LB Nagar Main Road,Hyderabad,500074,False,True,IndusInd Bank ATM - LB Nagar,Off-Site Kiosk,06:00 - 23:00,432,0.25,4000,0.76,0.49,1.3,Near LB Nagar Metro / Junction,ACTIVE
ATM-HYD-0273,Union Bank of India,17.440972,78.491901,Secunderabad,Secunderabad Main Road,Hyderabad,500003,True,True,Union Bank of India ATM - Secunderabad,On-Site,24 Hours,516,0.28,10000,0.67,0.69,3.15,Near Secunderabad Metro / Junction,ACTIVE
ATM-HYD-0274,Kotak Mahindra Bank,17.492794,78.338456,Chandanagar,Chandanagar Main Road,Hyderabad,500050,True,True,Kotak Mahindra Bank ATM - Chandanagar,On-Site,24 Hours,331,0.3,10000,0.41,1.84,2.83,Near Chandanagar Metro / Junction,ACTIVE
ATM-HYD-0275,State Bank of India,17.453112,78.388747,Hitec City,Hitec City Main Road,Hyderabad,500081,True,True,State Bank of India ATM - Hitec City,On-Site,24 Hours,224,0.38,4000,0.45,0.51,3.48,Near Hitec City Metro / Junction,ACTIVE
ATM-HYD-0276,Punjab National Bank,17.41236,78.564347,Uppal,Uppal Main Road,Hyderabad,500039,True,True,Punjab National Bank ATM - Uppal,On-Site,24 Hours,440,0.24,4000,0.38,0.8,1.18,Near Uppal Metro / Junction,ACTIVE
ATM-HYD-0277,HDFC Bank,17.496065,78.342597,Miyapur,Miyapur Main Road,Hyderabad,500049,True,True,HDFC Bank ATM - Miyapur,On-Site,24 Hours,576,0.18,10000,0.4,1.99,0.34,Near Miyapur Metro / Junction,ACTIVE
ATM-HYD-0278,Bank of Baroda,17.428844,78.437611,Banjara Hills,Banjara Hills Main Road,Hyderabad,500034,False,True,Bank of Baroda ATM - Banjara Hills,Off-Site Kiosk,06:00 - 23:00,501,0.34,10000,0.34,1.5,3.43,Near Banjara Hills Metro / Junction,ACTIVE
ATM-HYD-0279,HDFC Bank,17.398668,78.461199,Abids,Abids Main Road,Hyderabad,500001,True,True,HDFC Bank ATM - Abids,Off-Site Kiosk,24 Hours,216,0.36,10000,0.4,1.16,2.84,Near Abids Metro / Junction,ACTIVE
ATM-HYD-0280,Punjab National Bank,17.505646,78.325901,Chandanagar,Chandanagar Main Road,Hyderabad,500050,True,True,Punjab National Bank ATM - Chandanagar,Off-Site Kiosk,24 Hours,171,0.17,15000,0.62,3.38,1.65,Near Chandanagar Metro / Junction,ACTIVE
ATM-HYD-0281,HDFC Bank,17.474391,78.36182,Kondapur,Kondapur Main Road,Hyderabad,500084,True,True,HDFC Bank ATM - Kondapur,On-Site,24 Hours,381,0.4,8000,0.4,0.69,3.33,Near Kondapur Metro / Junction,ACTIVE
ATM-HYD-0282,HDFC Bank,17.44719,78.3425,Gachibowli,Gachibowli Main Road,Hyderabad,500032,True,True,HDFC Bank ATM - Gachibowli,On-Site,24 Hours,297,0.36,8000,0.41,1.04,2.72,Near Gachibowli Metro / Junction,ACTIVE
ATM-HYD-0283,Bank of Baroda,17.367265,78.526342,Dilsukhnagar,Dilsukhnagar Main Road,Hyderabad,500060,True,True,Bank of Baroda ATM - Dilsukhnagar,On-Site,24 Hours,682,0.25,8000,0.6,0.24,1.02,Near Dilsukhnagar Metro / Junction,ACTIVE
ATM-HYD-0284,HDFC Bank,17.408755,78.431634,Banjara Hills,Banjara Hills Main Road,Hyderabad,500034,True,True,HDFC Bank ATM - Banjara Hills,On-Site,24 Hours,330,0.3,10000,0.79,0.84,0.59,Near Banjara Hills Metro / Junction,ACTIVE
ATM-HYD-0285,HDFC Bank,17.433934,78.498094,Secunderabad,Secunderabad Main Road,Hyderabad,500003,True,True,HDFC Bank ATM - Secunderabad,Off-Site Kiosk,24 Hours,596,0.2,15000,0.35,0.66,3.22,Near Secunderabad Metro / Junction,ACTIVE
ATM-HYD-0286,HDFC Bank,17.404814,78.550866,Uppal,Uppal Main Road,Hyderabad,500039,True,True,HDFC Bank ATM - Uppal,On-Site,24 Hours,265,0.17,4000,0.47,1.29,3.17,Near Uppal Metro / Junction,ACTIVE
ATM-HYD-0287,IndusInd Bank,17.350042,78.561464,LB Nagar,LB Nagar Main Road,Hyderabad,500074,True,True,IndusInd Bank ATM - LB Nagar,On-Site,24 Hours,229,0.41,8000,0.62,1.1,2.54,Near LB Nagar Metro / Junction,ACTIVE
ATM-HYD-0288,Canara Bank,17.431143,78.454049,Ameerpet,Ameerpet Main Road,Hyderabad,500038,False,True,Canara Bank ATM - Ameerpet,On-Site,06:00 - 23:00,437,0.44,5000,0.65,1.31,3.26,Near Ameerpet Metro / Junction,ACTIVE
ATM-HYD-0289,Union Bank of India,17.495767,78.399369,Kukatpally,Kukatpally Main Road,Hyderabad,500072,True,True,Union Bank of India ATM - Kukatpally,Off-Site Kiosk,24 Hours,510,0.3,4000,0.84,0.27,2.81,Near Kukatpally Metro / Junction,ACTIVE
ATM-HYD-0290,Kotak Mahindra Bank,17.373989,78.513875,Dilsukhnagar,Dilsukhnagar Main Road,Hyderabad,500060,True,True,Kotak Mahindra Bank ATM - Dilsukhnagar,On-Site,24 Hours,645,0.13,15000,0.55,1.25,1.74,Near Dilsukhnagar Metro / Junction,ACTIVE
ATM-HYD-0291,Bank of Baroda,17.404467,78.561031,Uppal,Uppal Main Road,Hyderabad,500039,True,True,Bank of Baroda ATM - Uppal,Off-Site Kiosk,24 Hours,272,0.34,4000,0.2,1.69,1.51,Near Uppal Metro / Junction,ACTIVE
ATM-HYD-0292,Punjab National Bank,17.456069,78.395728,Madhapur,Madhapur Main Road,Hyderabad,500081,True,True,Punjab National Bank ATM - Madhapur,Off-Site Kiosk,24 Hours,630,0.31,10000,0.73,0.58,0.44,Near Madhapur Metro / Junction,ACTIVE
ATM-HYD-0293,State Bank of India,17.451372,78.446114,Ameerpet,Ameerpet Main Road,Hyderabad,500038,True,True,State Bank of India ATM - Ameerpet,Off-Site Kiosk,24 Hours,797,0.15,10000,0.63,2.28,1.34,Near Ameerpet Metro / Junction,ACTIVE
ATM-HYD-0294,IndusInd Bank,17.422734,78.46017,Panjagutta,Panjagutta Main Road,Hyderabad,500082,True,True,IndusInd Bank ATM - Panjagutta,Off-Site Kiosk,24 Hours,704,0.35,5000,0.69,0.82,0.63,Near Panjagutta Metro / Junction,ACTIVE
ATM-HYD-0295,Punjab National Bank,17.45794,78.397905,Madhapur,Madhapur Main Road,Hyderabad,500081,True,True,Punjab National Bank ATM - Madhapur,On-Site,24 Hours,196,0.42,15000,0.26,0.88,0.74,Near Madhapur Metro / Junction,ACTIVE
